S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE FATEHPUR,13/RED/E-Tender/2026-27 Date 02-04-2026,2026_REDUP_1137177_66,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Block Amauli Ke Mawai Dham Sukhlal Mehtar Ke Kone Se Mandir ke Charo Taraf and dinesh singh Ke darwaje Se Ramesh singh Ke ghar Tak CC road Nirman.,Block Amauli Ke Mawai Dham Sukhlal Mehtar Ke Kone Se Mandir ke Charo Taraf and dinesh singh Ke darwaje Se Ramesh singh Ke ghar Tak CC road Nirman.,PREFIRED NIT ,NA ,"17,30,000",Civil Works,NA ,Tender,90.0,90.0,FATEHPUR,212601.0,VIKAS BHAWAN FATEHPUR ,VIKAS BHAWAN FATEHPUR ,05-May-2026 12:00 PM ,VIKAS BHAWAN FATEHPUR,No ,No,854.0,Nil,Nil,No,EE RED FATEHPUR,VIKAS BHAWAN FATEHPUR,02-May-2026 06:00 PM,09-May-2026 11:00 AM,02-May-2026 06:00 PM,08-May-2026 06:00 PM,NA ,NA ,02-May-2026 06:00 PM,08-May-2026 06:00 PM,18-May-2026 11:00 AM,"35,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,NIT,AOC,1.0,6084615.0,M/S VIKASH ENTERPRISES,INR,"1,709,753",Finance,Summary,VIKAS KUREEL,20-May-2026 05:30 PM,,BOQ Comparative Chart,"DAO, AE, EE",Internal,,VIKAS KUREEL,23-May-2026 01:42 PM,finsummary_2124346.pdf (289.17 KB),1.0,6085204.0,M/S J. P. CONTRACTOR,08-May-2026 12:26 AM,Rejected-Finance,REJECT,23-May-2026 01:42 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE FATEHPUR,2026_REDUP_1137177_66,13/RED/E-Tender/2026-27 Date 02-04-2026,Block Amauli Ke Mawai Dham Sukhlal Mehtar Ke Kone Se Mandir ke Charo Taraf and dinesh singh Ke darwaje Se Ramesh singh Ke ghar Tak CC road Nirman.,16-Jun-2026,"INR 1,709,753",90.0,VIKAS KUREEL,24-Jun-2026 06:03 PM,Mawai1.pdf (407.00 KB),Technical,Summary,VIKAS KUREEL,12-May-2026 02:03 PM,,"DAO, AE, EE",Internal,,VIKAS KUREEL,16-May-2026 04:25 PM,18-May-2026 11:00 AM,techsummary_2124346.pdf (284.59 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,BID,AOC,,,,,,,,,,,,,,,,,,2.0,6084615.0,M/S VIKASH ENTERPRISES,07-May-2026 10:56 PM,Accepted-AOC,AWARDED,24-Jun-2026 06:02 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
