Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
24-Jun-2026,"INR 632,098",7.0,Mahendra Kumar,25-Jun-2026 02:59 PM,26.pdf (205.00 KB),Boq,Technical,Technical Bid Open by Committee,Mahendra Kumar,18-Jun-2026 05:19 PM,technical_2174692.pdf,Mahendra Kumar,Internal,1 Mahendra Kumar 2 Durn Kumar 3 Surya Mani Singh 4 Pankaj Gautam 5 Sarthak 6 Jaiswar Pramod Kumar 7 Ram Prakash 8 Vinod Kumar,Mahendra Kumar,19-Jun-2026 12:41 PM,19-Jun-2026 01:00 PM,techsummary_2174692.pdf (188.74 KB),Mahendra Kumar,Internal,1 Mahendra Kumar 2 Durn Kumar 3 Surya Mani Singh 4 Pankaj Gautam 5 Sarthak 6 Jaiswar Pramod Kumar 7 Ram Prakash 8 Vinod Kumar,Mahendra Kumar,19-Jun-2026 04:21 PM,finsummary_2174692.pdf (188.74 KB),Finance,Financial Bid open by committee,Mahendra Kumar,19-Jun-2026 03:39 PM,finance_2174692.pdf,BOQ Comparative Chart,1.0,6191910.0,Ritisha Enterprises,INR,"632,098","U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||II Circle Irrigation Works, Kanpur||KDLGC, kanpur",2026_UPIDC_1160393_14,02/EE/2026-27,Silt clearance of Naramau Bangar Drain from k.m. 6.000 to 0.000,1.0,6203420.0,M/S GOODWILL CONSTRUCTION,18-Jun-2026 10:48 AM,Rejected-Finance,L2,19-Jun-2026 04:21 PM,AOC,Silt clearance of Naramau Bangar Drain from k.m. 6.000 to 0.000,Silt clearance of Naramau Bangar Drain from k.m. 6.000 to 0.000,Please refer Tender documents. ,NA ,"6,77,000",Civil Works - Canal,NA ,Tender,90.0,7.0,Kanpur,208004.0,NA ,NA ,NA ,Office of the E.E.K.D.L.G.C. Kanpur,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Ram Ganga, Kanpur||II Circle Irrigation Works, Kanpur||KDLGC, kanpur",02/EE/2026-27,2026_UPIDC_1160393_14,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,766.0,Nil,Nil,No,Executive Engineer,Office of the Executive Engineer Kanpur Division Lower Ganga Canal Kanpur 208004,"68,000",No,fixed,,Nil,Nil,1.0,Regarding Ragistration,Other,,1.0,Fee/PreQual/Technical,.pdf,NIT,1.0,SBI Bank,13-Jun-2026 10:00 AM,18-Jun-2026 12:00 PM,13-Jun-2026 10:00 AM,18-Jun-2026 11:00 AM,NA ,NA ,13-Jun-2026 10:00 AM,18-Jun-2026 11:00 AM,19-Jun-2026 01:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6191910.0,Ritisha Enterprises,17-Jun-2026 10:02 PM,Accepted-AOC,L1,25-Jun-2026 02:59 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Documents,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,AOC
