EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"17,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,EERED BASTI,O/O EERED BASTI,23-Aug-2025 12:00 PM,30-Aug-2025 12:30 PM,23-Aug-2025 12:00 PM,29-Aug-2025 12:00 PM,23-Aug-2025 12:00 PM ,29-Aug-2025 12:00 PM ,23-Aug-2025 12:00 PM,29-Aug-2025 12:00 PM,06-Sep-2025 12:00 PM,Pau Chauraha se kudraha dalit basti hote huye primary school tak cc road nirman karya,Pau Chauraha se kudraha dalit basti hote huye primary school tak cc road nirman karya,as per sbd ,NA ,"8,42,000",Civil Works,NA ,Tender,90.0,90.0,WORKS,272001.0,NA ,NA ,NA ,O/O EERED BASTI,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE||EE BASTI,907/RED/VN-mahadeva/2025-26 Dt. 26.07.25,2025_REDUP_1067758_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,Technical,944.0,Nil,Nil,No,AOC,Finance,c,Ankur Verma,08-Sep-2025 11:31 AM,,BOQ Comparative Chart,ER ANKUR VERMA,Internal,ee,Ankur Verma,04-Sep-2025 12:20 PM,06-Sep-2025 12:00 PM,techsummary_1947589.pdf (564.53 KB),Technical,c,Ankur Verma,01-Sep-2025 11:43 AM,,ER ANKUR VERMA,Internal,ee,Ankur Verma,17-Sep-2025 05:48 PM,finsummary_1947589.pdf (21.95 KB),17-Sep-2025,"INR 841,657.78",90.0,Ankur Verma,17-Sep-2025 05:52 PM,boqcomparativechart2.pdf (22.00 KB),a,1.0,5504526.0,HARIRAM,INR,"841,657.78",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE||EE BASTI,2025_REDUP_1067758_2,907/RED/VN-mahadeva/2025-26 Dt. 26.07.25,Pau Chauraha se kudraha dalit basti hote huye primary school tak cc road nirman karya,1,5504526,HARIRAM,29-Aug-2025 12:24 AM,Accepted-AOC,a,17-Sep-2025 05:52 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,finance,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5504543,M/S ABHI CONSTRUCTION,29-Aug-2025 12:02 AM,Rejected-Finance,r,17-Sep-2025 05:48 PM,AOC
