object_id,total_tender_awarded_value
09-133-00709,246012.0
09-134-00713,40164575.71
09-134-00716,284625.7
09-135-00719,5440456.3
09-137-00729,465966.9
09-140-00739,344335.87
09-142-00745,678047.78
09-144-00759,49443805.0
09-145-00764,8486302.5
09-146-00766,26552526.18
09-146-00770,15112202.575
09-147-00771,2717207.46
09-147-00772,34962279.14
09-148-00777,232550.0
09-150-00787,19710674.32
09-150-00789,1584216.02
09-151-00790,1549194.0
09-152-00795,13450434.34
09-154-00804,11721389.67
09-154-00805,841327.25
09-155-00811,1011257.0
09-160-00835,1145910.71
09-165-00852,2946175.64
09-169-00870,40654690.47
09-170-00871,34246441.6
09-175-00890,6060549.6
09-176-00896,398282.0
09-176-00897,3809780.0
09-176-00901,23712095.1
09-177-00902,814130.68
09-177-00905,3510141.0
09-178-00909,11413005.57
09-179-00915,461615.28
09-183-00928,735418.0
09-183-00930,3839097.163
09-185-00939,1103838.96
09-186-00942,2718746.2
09-187-00947,13700958.4
09-188-00950,60826489.510000005
09-190-00959,5716588.4
09-193-00978,43325441.76
09-201-01007,1341970.0
09-704-00706,1415333.67
09-704-00707,5948834.17
09-706-00914,5881905.0
09-754-00721,667926.0
09-754-00722,1338596.9
