Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.3,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No.4,Bid Number.2,Bidder Name.2,Value,Rank,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender ID :,Tender Ref No :,Tender Title :
"Chief Engineer PWD Central Zone,Lucknow||S.E. UPPWD Lucknow",6910/523-C-PDL.L.CIR/19-20 06-11-19,2019_CEUCZ_403169_12,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL DOCUMENTS,13-Nov-2019 06:55 PM,10-Dec-2019 12:30 PM,13-Nov-2019 06:55 PM,09-Dec-2019 12:00 PM,NA ,NA ,15-Nov-2019 12:00 PM,09-Dec-2019 12:00 PM,24-Dec-2019 05:30 PM,"4,87,000",Yes,fixed,,DEPOSIT IN THE ACCOUNT OF UP E.TENDER ON LINE ACC,LUCKNOW,1.0,EXTENSION OF DATE3,Date,,1.0,SBI Bank,"2,360",DEPOSIT IN THE ACCOUNT OF UP E.TENDER ON LINE ACC,LUCKNOW,No,OFFICE OF SE LUCKNOW CIRCLE PWD LUCKNOW,OFFICE OF SE LUCKNOW CIRCLE PWD LUCKNOW,SIGNAGE WORK ON DELHI BARELI ROAD NH-24 KM. 489 TO 498 (500) IN LUCKNOW CITY,SIGNAGE WORK ON DELHI BARELI ROAD NH-24 KM. 489 TO 498 (500) IN LUCKNOW CITY,Please refer Tender documents. ,NA ,"57,00,000",Civil Works - Others,NA ,Tender,90.0,30.0,LUCKNOW,226001.0,OFFICE OF SE LUCKNOW CIRCLE PWD LUCKNOW ,OFFICE OF SE LUCKNOW CIRCLE PWD LUCKNOW ,15-Nov-2019 12:00 PM ,OFFICE OF SE LUCKNOW CIRCLE PWD LUCKNOW,No ,No,"Chief Engineer PWD Central Zone,Lucknow||S.E. UPPWD Lucknow",6910/523-C-PDL.L.CIR/19-20 06-11-19,2019_CEUCZ_403169_12,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL DOCUMENTS,13-Nov-2019 06:55 PM,10-Dec-2019 12:30 PM,13-Nov-2019 06:55 PM,09-Dec-2019 12:00 PM,NA ,NA ,15-Nov-2019 12:00 PM,09-Dec-2019 12:00 PM,24-Dec-2019 05:30 PM,"4,87,000",Yes,fixed,,DEPOSIT IN THE ACCOUNT OF UP E.TENDER ON LINE ACC,LUCKNOW,1.0,EXTENSION OF DATE3,Date,,1.0,SBI Bank,"2,360",DEPOSIT IN THE ACCOUNT OF UP E.TENDER ON LINE ACC,LUCKNOW,No,OFFICE OF SE LUCKNOW CIRCLE PWD LUCKNOW,OFFICE OF SE LUCKNOW CIRCLE PWD LUCKNOW,SIGNAGE WORK ON DELHI BARELI ROAD NH-24 KM. 489 TO 498 (500) IN LUCKNOW CITY,SIGNAGE WORK ON DELHI BARELI ROAD NH-24 KM. 489 TO 498 (500) IN LUCKNOW CITY,Please refer Tender documents. ,NA ,"57,00,000",Civil Works - Others,NA ,Tender,90.0,30.0,LUCKNOW,226001.0,OFFICE OF SE LUCKNOW CIRCLE PWD LUCKNOW ,OFFICE OF SE LUCKNOW CIRCLE PWD LUCKNOW ,15-Nov-2019 12:00 PM ,OFFICE OF SE LUCKNOW CIRCLE PWD LUCKNOW,No ,No,05-Feb-2020,"INR 3,850,954.05",30.0,JITENDRA KUMAR BANGA,05-Feb-2020 06:47 PM,2019_CEUCZ_403169_12.pdf (649.00 KB),FINANCIAL BID IS ACCEPTED AT THE PRICE OF Rs.3850954.05,1.0,1473610.0,MOKSH INNOVATIONS INC.,INR,"3,850,954.05",1.0,1468280.0,Abul Faiz,09-Dec-2019 10:33 AM,Rejected-Finance,REJECTED BEING HIGHER RATE.,03-Jan-2020 07:39 PM,Finance,EVALUATION LETTER,JITENDRA KUMAR BANGA,03-Jan-2020 07:34 PM,finance_586183.pdf,BOQ Comparative Chart,SE JITENDRA KUMAR BANGA,Internal,SE JITENDRA KUMAR BANGA EE ARVIND KUMAR EE A K SINGH,JITENDRA KUMAR BANGA,03-Jan-2020 07:39 PM,finsummary_586183.pdf (825.01 KB),1.0,1468280.0,Abul Faiz,"49,90,785.65",L2,Technical,EVALUATION LETTER,JITENDRA KUMAR BANGA,24-Dec-2019 02:55 PM,technical_586183.pdf,SE JITENDRA KUMAR BANGA,Internal,SE JITENDRA KUMAR BANGA EE ARVIND KUMAR EE A K SINGH,JITENDRA KUMAR BANGA,24-Dec-2019 03:12 PM,24-Dec-2019 05:30 PM,techsummary_586183.pdf (825.01 KB),,,
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1473610.0,MOKSH INNOVATIONS INC.,06-Dec-2019 05:11 PM,Accepted-AOC,FINANCIAL BID IS ACCEPTED AT THE PRICE OF Rs.3850954.05,05-Feb-2020 06:47 PM,,,,,,,,,,,,,2.0,1473610.0,MOKSH INNOVATIONS INC.,"37,07,391.62",L1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1480802.0,M/s A.M. BUILDERS,29-Nov-2019 11:39 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,24-Dec-2019 02:55 PM,,,,,,,,,,,,,3.0,1480310.0,M/s Sakcchi Construction,"57,91,903.38",L6,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1480310.0,M/s Sakcchi Construction,29-Nov-2019 09:10 AM,Rejected-Finance,REJECTED BEING HIGHER RATE.,03-Jan-2020 07:39 PM,,,,,,,,,,,,,4.0,1480548.0,S R ENTERPRISES,"53,52,636.25",L4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1495283.0,M/S YUG ASSOCIATES,09-Dec-2019 11:37 AM,Rejected-Finance,REJECTED BEING HIGHER RATE.,03-Jan-2020 07:39 PM,,,,,,,,,,,,,5.0,1480676.0,NITIN AGENCIES,"56,77,212.22",L5,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1480676.0,NITIN AGENCIES,02-Dec-2019 09:56 AM,Rejected-Finance,REJECTED BEING HIGHER RATE.,03-Jan-2020 07:39 PM,,,,,,,,,,,,,6.0,1495283.0,M/S YUG ASSOCIATES,"50,74,510.20",L3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1480548.0,S R ENTERPRISES,09-Dec-2019 12:41 AM,Rejected-Finance,REJECTED BEING HIGHER RATE.,03-Jan-2020 07:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_CEUCZ_403169_12,6910/523-C-PDL.L.CIR/19-20 06-11-19,SIGNAGE WORK ON DELHI BARELI ROAD NH-24 KM. 489 TO 498 (500) IN LUCKNOW CITY
