Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
12-Mar-2026 04:00 PM,19-Mar-2026 04:00 PM,12-Mar-2026 04:00 PM,19-Mar-2026 03:00 PM,NA ,NA ,12-Mar-2026 04:00 PM,19-Mar-2026 03:00 PM,08-Apr-2026 04:00 PM,1,Fee/PreQual/Technical,.pdf,Technical,"G.M (Jal), Nagar Nigam Saharanpur","G.M (Jal), Nagar Nigam Saharanpur","65,029",No,percentage,10.0%,Nil,Nil,826.0,Nil,Nil,No,Saharanpur Municipal Corporation Saharanpur UP,WW/746/CFC/2025-26,2026_NNSAH_1124387_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,Laying of Sewar Line in Kadir Wali Gali Near Dholi Khal Chowk and infront of Unchi Masjid ward No 69,Laying of Sewar Line in Kadir Wali Gali Near Dholi Khal Chowk and infront of Unchi Masjid ward No 69,Please refer Tender documents. ,NA ,"6,50,291",Civil Works - Water Works,NA ,Tender,90.0,60.0,Ward No 69,247001.0,NA ,NA ,NA ,JalKal Vibhag Nagar Nigam Saharanpur,No ,No,AOC,Technical,Admitted,Vijay Bahadur singh,08-Apr-2026 11:32 AM,technical_2095301.pdf,Azmain Warsi,Internal,Azmain Warsi,Vijay Bahadur singh,23-Apr-2026 12:47 PM,finsummary_2095301.pdf (201.54 KB),Finance,Admitted,Vijay Bahadur singh,08-Apr-2026 05:14 PM,finance_2095301.pdf,BOQ Comparative Chart,Azmain Warsi,Internal,Azmain Warsi,Vijay Bahadur singh,08-Apr-2026 03:58 PM,08-Apr-2026 04:00 PM,techsummary_2095301.pdf (661.38 KB),23-Apr-2026,"INR 617,776",60.0,Vijay Bahadur singh,23-Apr-2026 01:14 PM,746ggg.pdf (469.00 KB),L1,1.0,5988978.0,ROHIT ARYA CONTRACTOR,19-Mar-2026 02:23 PM,Accepted-AOC,L1,23-Apr-2026 01:14 PM,Saharanpur Municipal Corporation Saharanpur UP,2026_NNSAH_1124387_1,WW/746/CFC/2025-26,Laying of Sewar Line in Kadir Wali Gali Near Dholi Khal Chowk and infront of Unchi Masjid ward No 69,1.0,5988978.0,ROHIT ARYA CONTRACTOR,INR,"617,776",AOC
,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
